Name,Description,Access,Protocol,Direction,Priority,SourceAddressPrefix,SourcePortRange,DestinationAddressPrefix,DestinationPortRange
sql-rule,Allow SQL Server traffic- PS Created,Allow,Tcp,Outbound,500,*,*,*,1433
